timestamp,angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,racePos,rpm,speedX,speedY,speedZ,trackPos,z
1743096929.4621403,0.00433558,1.504,0,2032.61,0.0457764,94,1,0,1,942.478,0.814045,0.00284807,0.0016265,0.335942,0.345256
1743096929.483271,0.00439184,1.524,0,2032.61,0.0506592,94,1,0,1,942.478,0.877548,0.00269847,0.0016601,0.335942,0.345256
1743096929.5041478,0.00445193,1.544,0,2032.62,0.0559082,94,1,0,1,942.478,0.938056,0.00113564,0.00162614,0.335941,0.345256
1743096929.520968,0.00451725,1.564,0,2032.62,0.0615234,94,1,0,1,942.478,1.00082,0.00167095,0.00154327,0.335939,0.345256
1743096929.5427468,0.00458639,1.584,0,2032.63,0.0675049,94,1,0,1,942.478,1.06174,0.00125454,0.00148424,0.335935,0.345255
1743096929.560838,0.00465887,1.604,0,2032.63,0.0737305,94,1,0,1,942.478,1.1243,0.00131204,0.00148253,0.335933,0.345253
1743096929.5800993,0.00473707,1.624,0,2032.64,0.0804443,94,1,0,1,942.478,1.18569,0.0016981,0.00145693,0.33593,0.345251
1743096929.6030684,0.00481814,1.644,0,2032.65,0.0875244,94,1,0,1,942.478,1.24795,0.00105249,0.00143796,0.335927,0.345249
1743096929.6211061,0.0049054,1.664,0,2032.66,0.0948486,94,1,0,1,942.478,1.30962,0.00199058,0.00138557,0.335924,0.345248
1743096929.6402702,0.00499457,1.684,0,2032.66,0.102661,94,1,0,1,942.478,1.37194,0.00109304,0.00130257,0.33592,0.345248
1743096929.662795,0.00508946,1.704,0,2032.67,0.110718,94,1,0,1,942.478,1.4336,0.00268444,0.00116744,0.335916,0.345248
1743096929.6809652,0.00518721,1.724,0,2032.68,0.119141,94,1,0,1,942.478,1.49555,0.00120221,0.00102272,0.335911,0.345248
1743096929.7014558,0.00529164,1.744,0,2032.69,0.128052,94,1,0,1,942.478,1.55753,0.00292635,0.00101455,0.335907,0.345247
1743096929.7226188,0.00540036,1.764,0,2032.7,0.137207,94,1,0,1,942.478,1.61952,0.00079078,0.000962524,0.335902,0.345248
1743096929.7418537,0.0055167,1.784,0,2032.71,0.146729,94,1,0,1,942.478,1.68176,0.00262717,0.000876171,0.335897,0.345249
1743096929.760782,0.00563734,1.804,0,2032.72,0.156616,94,1,0,1,942.478,1.74323,0.000521767,0.000737499,0.335891,0.345252
1743096929.7800665,0.00576371,1.824,0,2032.73,0.16687,94,1,0,1,942.478,1.80554,0.00284717,0.000584628,0.335885,0.345255
1743096929.800519,0.00589388,1.844,0,2032.74,0.177368,94,1,0,1,942.478,1.867,0.000676649,0.000524576,0.335877,0.345258
1743096929.8228517,0.00603026,1.864,0,2032.75,0.188354,94,1,0,1,942.478,1.92945,0.00319781,0.000378822,0.33587,0.345263
1743096929.8429878,0.00617092,1.884,0,2032.76,0.199707,94,1,0,1,942.478,1.99066,0.000830357,0.000201861,0.335862,0.345268
1743096929.8637412,0.00631254,1.904,0,2032.77,0.211304,94,1,0,1,942.478,2.05254,0.00306334,0.000114817,0.335856,0.345273
1743096929.8817868,0.0064513,1.924,0,2032.78,0.223389,94,1,0,1,942.478,2.13896,-0.00191365,8.23913e-005,0.335845,0.345279
1743096929.900244,0.00659293,1.944,0,2032.8,0.236084,94,1,0,1,942.478,2.30782,-0.00880455,-0.0718005,0.33583,0.345057
1743096929.9212115,0.00679081,1.964,0,2032.81,0.249512,94,1,0,1,942.478,2.36489,0.00795524,-0.0478291,0.335813,0.344741
1743096929.9451737,0.00688761,1.984,0,2032.82,0.263428,94,1,0,1,942.478,2.54833,-0.0168784,0.0022213,0.335804,0.34471
1743096929.963588,0.00721806,2.006,0,2032.84,0.279663,94,1,0,1,942.478,2.59204,0.0128384,0.0171017,0.335793,0.344792
1743096929.9881408,0.00743264,2.028,0,2032.86,0.296875,94,1,0,1,942.478,2.79561,0.00399371,0.0236984,0.335779,0.344936
1743096930.0080981,0.00774639,2.05,0,2032.88,0.315186,94,1,0,1,942.478,2.95563,0.00669091,0.0247353,0.335766,0.345102
1743096930.0324266,0.00813263,2.072,0,2032.9,0.334595,94,1,0,1,942.478,3.16681,0.00150749,0.0218447,0.335751,0.345261
1743096930.050774,0.00855654,2.094,0,2032.92,0.355469,94,1,0,1,942.478,3.35924,0.0130501,0.0174927,0.335737,0.345397
1743096930.0740287,0.00880545,2.116,0,2032.94,0.377563,94,1,0,1,942.478,3.63888,0.00975911,0.0129867,0.335718,0.345502
1743096930.0966358,0.00914591,2.138,0,2032.96,0.401245,94,1,0,1,942.478,3.89448,0.000626616,0.00876566,0.335697,0.345577
1743096930.1180508,0.00950878,2.16,0,2032.99,0.426636,94,1,0,1,942.478,4.10487,0.00117539,0.00542596,0.335671,0.345624
1743096930.1414895,0.00998276,2.182,0,2033.01,0.453735,94,1,0,1,942.478,4.42912,0.00726939,0.00295016,0.335646,0.345645
1743096930.1613767,0.0103776,2.204,0,2033.04,0.482788,94,1,0,1,942.478,4.75153,0.00577241,0.00171592,0.335614,0.345643
1743096930.1820273,0.0107934,2.226,0,2033.07,0.513672,94,1,0,1,942.478,5.02993,0.0033943,0.00155741,0.335578,0.345625
1743096930.2092397,0.0112864,2.248,0,2033.11,0.546509,94,1,0,1,942.478,5.31183,0.00851827,0.00258226,0.335537,0.34559
1743096930.2639964,0.0118081,2.27,0,2033.14,0.581421,94,1,0,1,942.478,5.63608,0.00915209,0.00461771,0.335489,0.345545
1743096930.2750592,0.0122845,2.292,0,2033.18,0.61853,94,1,0,1,942.478,5.98993,0.00517015,0.00734998,0.335435,0.34549
1743096930.2771163,0.0127909,2.314,0,2033.22,0.657715,94,1,0,1,942.478,6.34354,0.0020553,0.0106981,0.335375,0.345432
1743096930.2926733,0.0134007,2.336,0,2033.26,0.699219,94,1,0,1,942.478,6.73468,-0.00309124,0.014632,0.335307,0.345373
1743096930.3159797,0.0140678,2.358,0,2033.3,0.743042,94,1,0,1,942.478,7.09497,0.00483855,0.0190986,0.33523,0.345322
1743096930.3389077,0.0147039,2.38,0,2033.35,0.789307,94,1,0,1,942.478,7.46581,-1.90619e-005,0.02382,0.335147,0.345285
1743096930.3614702,0.0153581,2.402,0,2033.4,0.837891,94,1,0,1,983.179,7.83783,0.00028416,0.0283327,0.335056,0.345272
1743096930.3841016,0.0161144,2.424,0,2033.45,0.888916,94,1,0,1,1038.54,8.21596,0.00516937,0.031946,0.334955,0.34529
1743096930.4040759,0.0169203,2.446,0,2033.5,0.942383,93.9999,1,0,1,1076.89,8.60046,0.00484638,0.03268,0.334843,0.345337
1743096930.426303,0.0176913,2.468,0,2033.56,0.998169,93.9998,1,0,1,1131.72,8.98848,0.0011235,0.0314631,0.334722,0.345405
1743096930.4462657,0.0184714,2.49,0,2033.62,1.05652,93.9997,1,0,1,1180.53,9.38062,0.00194238,0.0284599,0.33459,0.345488
1743096930.4711604,0.0193388,2.512,0,2033.68,1.11731,93.9996,1,0,1,1206.44,9.77737,0.00520955,0.0235873,0.334444,0.345573
1743096930.4902353,0.0202491,2.534,0,2033.74,1.18066,93.9996,1,0,1,1273.91,10.1684,0.0029388,0.0172415,0.334287,0.345641
1743096930.512416,0.0211393,2.556,0,2033.81,1.24646,93.9995,1,0,1,1354.8,10.5983,0.00157425,0.0100427,0.334113,0.345669
1743096930.534847,0.0220329,2.578,0,2033.88,1.31494,93.9994,1,0,1,1386.59,10.9787,0.00180639,0.0032643,0.333924,0.345638
1743096930.5556905,0.0230629,2.6,0,2033.95,1.38599,93.9993,1,0,1,1383.39,11.4072,0.00403481,-0.00188021,0.333721,0.345541
1743096930.5784366,0.0240709,2.622,0,2034.02,1.45972,93.9992,1,0,1,1460.69,11.8079,0.00422728,-0.00731875,0.333501,0.345372
1743096930.6026187,0.0251796,2.644,0,2034.1,1.53589,93.9991,1,0,1,1503.9,12.2337,0.00735334,-0.00909921,0.333265,0.345148
1743096930.624207,0.0263106,2.666,0,2034.18,1.61487,93.9991,1,0,1,1538.13,12.6535,0.00327963,-0.00398063,0.333007,0.344923
1743096930.6460383,0.0274526,2.688,0,2034.26,1.69641,93.999,1,0,1,1643.75,13.0466,0.00578161,0.00907892,0.332728,0.344774
1743096930.6681912,0.0287272,2.71,0,2034.34,1.78076,93.9989,1,0,1,1663.72,13.5122,0.00642837,0.0288205,0.332428,0.344776
1743096930.6898427,0.0299455,2.732,0,2034.43,1.8678,93.9988,1,0,1,1670.77,13.9371,0.00370931,0.051419,0.332103,0.344966
1743096930.711871,0.0312278,2.754,0,2034.52,1.95752,93.9987,1,0,1,1761.43,14.3518,0.00566472,0.0666437,0.331754,0.345311
1743096930.7355945,0.0325691,2.776,0,2034.61,2.05005,93.9986,1,0,1,1767.3,14.8199,0.00453951,0.0675338,0.331377,0.345674
1743096930.7541409,0.0338961,2.798,0,2034.71,2.14526,93.9986,1,0,1,1824.84,15.2407,0.00109052,0.0560281,0.330973,0.345896
1743096930.779051,0.03531,2.82,0,2034.8,2.24329,93.9985,1,0,1,1956.01,15.6748,0.00673892,0.0361274,0.33054,0.345851
1743096930.8009288,0.0367281,2.842,0,2034.91,2.34412,93.9984,1,0,1,1958.44,16.1415,0.00545139,0.0145568,0.330077,0.345512
